GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxkb7q,40.8609,29.328003,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953,İstanbul,,,Marmara Bölgesi,,Aydınlı Yolu Caddesi,,Aydınlı,,Tuzla,
sxkb5p,40.82245,29.317017,TR-34,,,,,Cami Mahallesi,,,Türkiye,tr,,,,,,Galatasaraylılar Sitesi,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,Oğuzhan Sk.,,Cami,,Tuzla,
sxkb9g,40.888367,29.262085,TR-34,,,Pendik Engelsiz Yaşam Bakım Rehabilitasyon Ve Aile Danışma Merkezi,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34899,İstanbul,,,Marmara Bölgesi,,Hasret Sokağı,,Fevzi Çakmak Mahallesi,,Pendik,
sxkbez,40.91034,29.349976,TR-34,,Omsan Lojistik Orhanlı Park Sahası,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,O-4,,Orhanlı,,Tuzla,
sxkbex,40.91034,29.33899,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,Çardak Sokağı,,,,Tuzla,
sxkb5r,40.82245,29.328003,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,Şehitler Caddesi,,Istasyon,,Tuzla,
sxkbew,40.904846,29.33899,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,Halk Caddesi,,Mescit,,Tuzla,
sxkb7h,40.849915,29.317017,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953,İstanbul,,,Marmara Bölgesi,,Tuzla,,,,Tuzla,
sxkbvr,40.954285,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Göçbeyli Bulvarı,,Akfırat Mahallesi,,Tuzla,
sxkbvj,40.9433,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Bulvarı,,Akfırat Mahallesi,,Tuzla,
sxkbv6,40.92682,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,16,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,18. Sokak,,Akfırat Mahallesi,,Tuzla,
sx7ftv,41.250916,28.031616,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Çerkezköy,
sxkbuz,40.954285,29.39392,TR-34,,Okan Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Ballıca Yolu Caddesi,,Tepeören Mahallesi,,Tuzla,
sxk9cf,41.1026,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34260,İstanbul,,,Marmara Bölgesi,,,,Zübeyde Hanım Mahallesi,,Sultangazi,
sxkbvk,40.937805,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,İstanbul Park,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Akfırat Mahallesi,,Tuzla,
sxkbed,40.882874,29.33899,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,60,,,,,,,,,,34953,İstanbul,,,Marmara Bölgesi,,Süheyla Sk.,,,,Tuzla,
sxkbvh,40.937805,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Bulvarı,,Akfırat Mahallesi,,Tuzla,
sxkb5n,40.816956,29.317017,TR-34,,,,,Cami Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,,,Cami,,Tuzla,
sxkb6r,40.866394,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903,İstanbul,,,Marmara Bölgesi,,Ayçiçek Sokağı,,Güzelyalı Mahallesi,,Pendik,
sxkbfr,40.954285,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34925,İstanbul,,,Marmara Bölgesi,,Petrol Yolu Caddesi,Boyasız,Hamidiye Mahallesi,,Sultanbeyli,
sxkbvp,40.954285,29.404907,TR-34,,,İstanbul Park,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,İstanbul Park Formula-1,,Akfırat Mahallesi,,Tuzla,
sxkb6v,40.855408,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947,İstanbul,,,Marmara Bölgesi,,,,Aydıntepe Mahallesi,,Tuzla,
sxk604,41.146545,28.482056,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,
sxk8y9,40.921326,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34844,İstanbul,,,Marmara Bölgesi,,Marmara Denizi,,Yalı Mahallesi,,Maltepe,
sxkd19,41.141052,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,
sxm1zk,41.113586,29.855347,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Göçe Yeniköy,,34990,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Göçe Mahallesi
sxk1eh,41.06964,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Silivri,
sxm40h,41.15753,29.536743,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kızılcaköy Mahallesi
sx7fus,41.289368,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59500,,,,Marmara Bölgesi,,7. Cadde,,Yıldırım Beyazıt Mahallesi,,Çerkezköy,
sxkdpc,41.141052,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Caddesi,,,,Beykoz,Zerzavatçı Mahallesi
sxkd76,41.19049,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473,İstanbul,,,Marmara Bölgesi,,,,Bahçeköy Merkez Mahallesi,,Sarıyer,
sxhzuk,40.762024,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Cami Mahallesi,,Darıca,
sx7gj2,41.31134,28.009644,TR-59,,Başakşehir Okulları,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,Çerkezköy,Çerkezköy Çevre Yolu,,Gazi Mustafa Kemal Paşa Mahallesi,,Çerkezköy,
sxk5tc,41.404724,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Karacaköy Merkez Mahallesi
sx7fwx,41.2619,28.064575,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,İstanbul Caddesi,,,,Silivri,Büyük Çavuşlu Mahallesi
sxk32y,41.036682,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,Tepekent,,,Türkoba Mahallesi,,Büyükçekmece,
sxhzun,40.77301,29.360962,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Piri Reis Mahallesi,,Darıca,
sxk5uj,41.470642,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Karacaköy - Yalıköy Yolu,,,,Çatalca,Yalıköy Mahallesi
sxk370,41.003723,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,Yalı 1 Sokağı,,Pınartepe Mahallesi,,Büyükçekmece,
sxkc2h,41.025696,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782,İstanbul,,,Marmara Bölgesi,,Şener Sokağı,,Hamidiye Mahallesi,,Çekmeköy,
sxk4t9,41.228943,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Alasya Sokağı,,,,Çatalca,Kabakça Mahallesi
sx7gwx,41.437683,28.064575,TR-59,,,,Küçükyoncalı Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,,
sxk48p,41.2619,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxk1s4,41.058655,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxhzvj,40.767517,29.404907,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Fevziçakmak Mahallesi,,Darıca,Eskihisar Mahallesi
sxkbmf,40.83893,29.437866,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435,Kocaeli,,,Marmara Bölgesi,,,,Güzeller Mahallesi,,Gebze,
sxk375,41.020203,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Büyükçekmece,
sxkf3u,41.201477,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Riva Mahallesi,,Beykoz,
sxk3fh,41.113586,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,Mehmet Selim Kiraz Anısına Hatıra Ormanı,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,
sxk34u,40.98175,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34528,İstanbul,,,Marmara Bölgesi,,Dede Korkut Caddesi,,Gürpınar Mahallesi,,Beylikdüzü,
sx7czu,41.113586,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çeltik Mahallesi
sxk3cq,41.124573,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,Bahşayiş Mahallesi
sxk1gb,41.091614,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,
sxk4b2,41.267395,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxkbhx,40.82245,29.382935,TR-41,,,,,Adem Yavuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,00041,Kocaeli,,,Marmara Bölgesi,,,,Adem Yavuz,,Gebze,
sxk68k,41.245422,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Çanakça Mahallesi
sxm1y1,41.097107,29.800415,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Davutlu,,34990,İstanbul,,,Marmara Bölgesi,,Gökmaslı Caddesi,,,,Şile,Gökmaşlı Mahallesi
sxkbmw,40.8609,29.42688,TR-41,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435,Kocaeli,,,Marmara Bölgesi,,,,,,Gebze,
sxk4tr,41.2619,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İhsaniye Mahallesi
sxk50r,41.349792,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Hallaçlı Aydınlar Yolu,,Atatürk Mahallesi,,Çatalca,Aydınlar Mahallesi
sxk3gx,41.130066,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Arnavutköy,
sx7uz5,41.635437,28.086548,TR-39,,,,,,,,Türkiye,tr,,,,Kıyıköy Çiftliği,,,,,,,,,,,,,,39480,Kırklareli,,,Marmara Bölgesi,,Aya Nikola Manastırı Yolu,,,Salaş Cafe Camp ve Piknik Alanı,Vize,Kıyıköy
sxkden,41.25641,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,,,Kısırkaya Mahallesi,,Sarıyer,Çiftalan Mahallesi
sxk1f6,41.1026,28.22937,TR-34,,,,,,,,Türkiye,tr,,,,Hüsrev Bey Çiftliği,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi
sxk4bc,41.27289,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxkcfp,41.130066,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Cumhuriyet Biyolojik Atıksu Arıtma Tesisi,,,,,34829,İstanbul,,,Marmara Bölgesi,,Kapadokya Caddesi,,,,Beykoz,Cumhuriyet Mahallesi
sx7fy0,41.267395,28.042603,TR-59,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,Çerkezköy,,,Cumhuriyet Mahallesi,,Çerkezköy,
sxkfnu,41.15753,29.481812,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Hıcız Caddesi,,,,Şile,Sofular Mahallesi
sxk1tk,41.06964,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxm15n,40.992737,29.66858,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Çengilli Mahallesi
sxk4cn,41.300354,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Sayalar Mahallesi
sxkf35,41.195984,29.229126,TR-34,,Cami,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,Mucize Caddesi,,,,Beykoz,Alibahadır Mahallesi
sxk1yy,41.124573,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Çakıl Mahallesi
sxkbmy,40.8609,29.437866,TR-41,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41480,Kocaeli,,,Marmara Bölgesi,,,,,,Gebze,
sxkcg8,41.091614,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,34-06,,Ömerli Mahallesi,,Çekmeköy,Sırapınar Mahallesi
sx7fut,41.29486,27.976685,TR-59,,,HATTAT TARIM MAKİNALARI,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59500,,,,Marmara Bölgesi,,4. Cadde,,Gazi Osman Paşa Mahallesi,,Çerkezköy,
sxkdth,41.245422,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,,,Demirciköy Mahallesi,,Sarıyer,
sxk3cd,41.1026,28.547974,TR-34,C,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Aksaray Caddesi,,Karaağaç Mahallesi,,Çatalca,Bahşayiş Mahallesi
sxk4km,41.20697,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi
sxkfk4,41.19049,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kurna Mahallesi
sxk48b,41.22345,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Sinekli Yolu,,,,Silivri,Büyük Kılıçlı Mahallesi
sxk97f,41.01471,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,Port of Istanbul,,,,,,,34668,İstanbul,,,Marmara Bölgesi,,Avrasya Tüneli,,Selimiye Mahallesi,,Üsküdar,
sxk7h2,41.31134,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Terkos Mahallesi,,Arnavutköy,
sxk6zd,41.27838,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,Manyas Sokağı,,,,Eyüpsultan,Akpınar Mahallesi
sxk3d6,41.058655,28.580933,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,
sxk52n,41.388245,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Hallaçlı Binkılıç Yolu,,Atatürk Mahallesi,,Çatalca,Hallaçlı Mahallesi
sxkb70,40.82794,29.317017,TR-34,,Çiçekçiler Eczanesi,,,İstasyon Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,Erbap Sk.,,Istasyon,,Tuzla,
sxk4t8,41.22345,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kabakça Mahallesi
sxk3cn,41.124573,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,
sxk1y6,41.1026,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Ovayenice Mahallesi
sxkd47,41.15204,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473,İstanbul,,,Marmara Bölgesi,,,,Bahçeköy Kemer Mahallesi,,Sarıyer,
sxk1sq,41.080627,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34596,İstanbul,,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,
sxk48c,41.228943,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Sinekli Yolu,,,,Silivri,Büyük Kılıçlı Mahallesi
sxkbjb,40.783997,29.437866,TR-41,,,,,Barış Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400,Kocaeli,,,Marmara Bölgesi,,Hayri Macar Caddesi,,Barış,,Gebze,
sx7fuf,41.27838,27.98767,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,Çerkezköy,Hayri Batur Caddesi,,Fevzi Paşa Mahallesi,,Çerkezköy,
sxkd6f,41.19049,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,
sxk374,41.01471,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,Beykent,,Marmara Bölgesi,,Yücedağ Caddesi,,Pınartepe Mahallesi,,Büyükçekmece,
sxk7j1,41.316833,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeniköy Mahallesi
sxkbdy,40.904846,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906,İstanbul,,,Marmara Bölgesi,,Çetin Sokağı,,Sanayi Mahallesi,,Pendik,
sx7fym,41.29486,28.053589,TR-34,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,İstanbul,,,Marmara Bölgesi,,Çerkezköy Hallaçlı Sayalar Yolu,,Bağlık Mahallesi,,Çatalca,Hallaçlı Mahallesi
sxkbmg,40.84442,29.437866,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435,Kocaeli,,,Marmara Bölgesi,,Cumhuriyet Cd.,,Güzeller Mahallesi,,Gebze,
sxk6fg,41.283875,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Boyalık Mahallesi
sxkc4h,40.98175,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34935,İstanbul,,,Marmara Bölgesi,,Hanife Sokağı,,Battalgazi Mahallesi,,Sultanbeyli,
sxk33c,41.009216,28.55896,TR-34,,Mimar Sinan Eğitim Kurumları,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535,İstanbul,,,Marmara Bölgesi,,Aybars Çıkmazı,,Mimarsinan Mahallesi,,Büyükçekmece,
sxk6qd,41.19049,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,Türksoy Caddesi,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxk4wg,41.23993,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,Çatalca,Akalan Mahallesi
sxm45d,41.146545,29.690552,TR-34,,,,,Kabakoz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,
sxkc32,41.003723,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887,İstanbul,,,Marmara Bölgesi,,Gazi Caddesi,,Abdurrahmangazi Mahallesi,,Sancaktepe,
sxk33p,41.042175,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,Türkoba Mahallesi,,Büyükçekmece,
sxkbdv,40.899353,29.30603,TR-34,Sabiha Gökçen Havalimanı,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912,İstanbul,,,Marmara Bölgesi,,Postahane Sokağı,,Kavakpınar Mahallesi,,Pendik,
sxkc00,40.959778,29.18518,TR-34,,T.C. Maltepe Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34858,İstanbul,,,Marmara Bölgesi,,Büyükbakkalköy Mah.,,Büyükbakkalköy Mahallesi,,Maltepe,
sxk37w,41.036682,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522,İstanbul,,,Marmara Bölgesi,,Savaş Sokağı,,Atatürk Mahallesi,,Esenyurt,
sxk4v3,41.27289,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,Çatalca,İhsaniye Mahallesi
sxkbh6,40.794983,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420,Kocaeli,,,Marmara Bölgesi,,İstiklal Caddesi,BAKİ Berber,Osmangazi Mahallesi,,Darıca,
sxk4n9,41.141052,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Elbasan Mahallesi
sxk3gn,41.124573,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeşilbayır Mahallesi
sxk48d,41.234436,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi
sxk8vs,40.937805,29.075317,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126,İstanbul,,,Marmara Bölgesi,,,,,,Fatih,
sxk66d,41.19049,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,Hastane Mahallesi,,Çatalca,Nakkaş Mahallesi
sx7gtp,41.437683,27.998657,TR-59,,,,Küçükyoncalı Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,59600,,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,Pazarcık Mahallesi,,,
sxm40r,41.17401,29.54773,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980,İstanbul,,,Marmara Bölgesi,,Selçuklu Caddesi,,,,Şile,Kızılcaköy Mahallesi
sxkc8p,41.08612,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,
sxkdnc,41.141052,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34825,İstanbul,,,Marmara Bölgesi,,,,Elmalı Mahallesi,,Beykoz,
