GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxkb68,40.82794,29.295044,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940,İstanbul,,,Marmara Bölgesi,,,,Postane,,Tuzla,
sxk65d,41.146545,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,
sxk8tt,40.899353,29.075317,TR-34,,,,,,,,Türkiye,tr,Heybeliada Mahallesi,,,,,,,,,,,,,,,,,34973,İstanbul,,,Marmara Bölgesi,,,,Heybeliada,,Adalar,
sx7uqy,41.564026,28.075562,TR-59,,,,Bahçeköy Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,59600,,,,Marmara Bölgesi,,Saray - Kıyıköy yolu,,,,,Bahçeköy
sxk9cj,41.11908,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,Cebeci Köyü Caddesi,,Cebeci Mahallesi,,Sultangazi,
sxk51c,41.316833,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,Sayalar,,,,,Silivri,Sayalar Mahallesi
sx7gwz,41.437683,28.075562,TR-59,,,,Küçükyoncalı Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,,
sxk8b7,40.932312,28.844604,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34126,İstanbul,,,Marmara Bölgesi,,,,,,Fatih,
sxk1t3,41.05316,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk4kg,41.195984,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi
sxk8t9,40.87738,29.075317,TR-34,,,,,,,,Türkiye,tr,Heybeliada Mahallesi,,,,,,,,,,,,,,,,,34973,İstanbul,,,Marmara Bölgesi,,,,,,Adalar,
sxkf7f,41.19049,29.349976,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Karakiraz Mahallesi
sxk35c,40.96527,28.64685,TR-34,,,,,,,,Türkiye,tr,Sahil Mahallesi,,,,,,,,,,,,,,,,,34524,İstanbul,,,Marmara Bölgesi,,,,,,Beylikdüzü,
sxkc3f,41.01471,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791,İstanbul,,,Marmara Bölgesi,,Fevzi Paşa Sokağı,,Mevlana Mahallesi,,Sancaktepe,
sxk42y,41.212463,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi
sxkbdk,40.89386,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906,İstanbul,,,Marmara Bölgesi,,Zengin Caddesi,,Ramazanoğlu Mahallesi,,Pendik,
sxk9h6,40.970764,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34710,İstanbul,Moda,,Marmara Bölgesi,,,,Caferağa Mahallesi,,Kadıköy,
sxk3zp,41.130066,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,,,Marmara Bölgesi,,,,Kayabaşı Mahallesi,,Başakşehir,
sxk3sx,41.08612,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488,İstanbul,,,Marmara Bölgesi,,Başöğretmen Caddesi,,Bahçeşehir 1. Kısım Mahallesi,,Başakşehir,
sxk6rz,41.217957,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi
sxkbd1,40.87738,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34899,İstanbul,,,Marmara Bölgesi,,Girgin Sokağı,,Çamçeşme Mahallesi,,Pendik,
sxk5pk,41.333313,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Başak Mahallesi
sxk1sm,41.075134,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,
sxk47s,41.201477,28.284302,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,,
sxkf4h,41.15753,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,Kapadokya Caddesi,,,,Beykoz,Bozhane Mahallesi
sxm41y,41.168518,29.613647,TR-34,,,,,Çavuş Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34983,İstanbul,,,Marmara Bölgesi,,Ağva Caddesi,,Çavuş,,Şile,
sxm41z,41.17401,29.613647,TR-34,,,,,Çavuş Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980,İstanbul,,,Marmara Bölgesi,,,,Çavuş,,Şile,
sxkd73,41.184998,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473,İstanbul,,,Marmara Bölgesi,,Belgrad Ormanı,,Bahçeköy Kemer Mahallesi,,Sarıyer,
sx7cyf,41.1026,28.075562,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,,,Çanta Sancaktepe Mahallesi,,Silivri,
sxk3u2,41.091614,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488,İstanbul,,,Marmara Bölgesi,Başakkent Gölet Konutları,Dumlupınar Caddesi,,Bahçeşehir 2. Kısım Mahallesi,,Başakşehir,
sxk7hv,41.338806,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Sahil Caddesi,,Karaburun Mahallesi,,Arnavutköy,Yeniköy Mahallesi
sxkdn2,41.13556,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820,İstanbul,,,Marmara Bölgesi,,Birinci Caddesi,,Merkez Mahallesi,,Beykoz,
sxk9zd,41.1026,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,Karadeniz Caddesi,,Çengeldere Mahallesi,,Beykoz,Polonezköy Mahallesi
sxk4c1,41.27289,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxm456,41.146545,29.679565,TR-34,,,,,Kabakoz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Şile-Ağva Yolu,,,,Şile,
sxk35k,40.98175,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34528,İstanbul,,,Marmara Bölgesi,,Zerafet Sokak,,Dereağzı Mahallesi,,Beylikdüzü,
sxkbcb,40.915833,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34909,İstanbul,,,Marmara Bölgesi,,Merkür Sokak,,Ertuğrul Gazi Mahallesi,,Pendik,
sxk562,41.355286,28.22937,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,Çatalca,Yaylacık Mahallesi
sx7fud,41.27838,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,B/S/H Profilo Çerkezköy Tesisleri,,,,,59500,,,,Marmara Bölgesi,Çerkezköy,Sanayi Bulvarı,,Fevzi Paşa Mahallesi,,Çerkezköy,
sxk4ww,41.25641,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Akalan Mahallesi
sxk6zb,41.267395,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Akpınar Mahallesi
sx7fvg,41.283875,28.031616,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500,,,,Marmara Bölgesi,,,,Fatih Mahallesi,,Çerkezköy,
sxk9fz,41.130066,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Eyüpsultan,
sxkc1q,40.992737,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887,İstanbul,,,Marmara Bölgesi,,Gemici Sokağı,,Abdurrahmangazi Mahallesi,,Sancaktepe,
sxk6wp,41.2619,28.745728,TR-34,İstanbul Havalimanı Terminal Binası,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275,İstanbul,,,Marmara Bölgesi,,Terminal Caddesi,,Tayakadın Mahallesi,,Arnavutköy,
sxkdms,41.201477,29.075317,TR-34,,Koç Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,Koç Meydanı,,,,Sarıyer,Rumelifeneri Mahallesi
sx7cvt,41.11908,28.02063,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34586,İstanbul,,,Marmara Bölgesi,,Gölet Caddesi,,Değirmenköy İsmetpaşa Mahallesi,,Silivri,
sxk3y0,41.091614,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494,İstanbul,,,Marmara Bölgesi,,Gökdemir Caddesi,,Güvercintepe Mahallesi,,Başakşehir,
sxkcvf,41.1026,29.437866,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Üvezli Mahallesi
sxk1u1,41.097107,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34596,İstanbul,,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,
sxkbtk,40.89386,29.415894,TR-34,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Pelitli Caddesi,,Tepeören Mahallesi,,Tuzla,
sxkbdb,40.871887,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903,İstanbul,,,Marmara Bölgesi,,Ögün Sk.,,Ahmet Yesevi Mahallesi,,Pendik,
sxkb9m,40.899353,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34876,İstanbul,,,Marmara Bölgesi,,Rüya Sokak,,Hürriyet Mahallesi,,Kartal,
sxkbv1,40.921326,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Süleymaniye Bulvarı,,Tepeören Mahallesi,,Tuzla,
sxkcvg,41.108093,29.437866,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Üvezli Mahallesi
sxk4mw,41.212463,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,Hanice Caddesi,,,,Çatalca,İnceğiz Mahallesi
sxk48f,41.234436,28.163452,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi
sxk1du,41.06964,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,Hastane Caddesi,,Cumhuriyet Mahallesi,,Silivri,
sxk6vm,41.29486,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Devriye Yolu,,Tayakadın Mahallesi,,Arnavutköy,Yeniköy Mahallesi
sxk3ft,41.11908,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,Doğa Evleri,Doğa Evler İç Yolu,,Karaağaç Mahallesi,,Büyükçekmece,
sxkbwp,40.91034,29.448853,TR-34,,,,,Balçık Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,,,Tepeören Mahallesi,,Tuzla,
sxk9zs,41.113586,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,Polonezköy Mah.,,,,Beykoz,Polonezköy Mahallesi
sx7fxc,41.228943,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Beyciler Mahallesi
sxkbhv,40.811462,29.39392,TR-41,,,,,Yavuz Selim Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400,Kocaeli,,,Marmara Bölgesi,,,,Yavuz Selim,,Gebze,
sxkdnj,41.163025,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34825,İstanbul,,,Marmara Bölgesi,,Harita Sokağı,,Tokatköy Mahallesi,,Beykoz,
sxk6pn,41.168518,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,Devlet Caddesi,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxk3ec,41.05316,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34517,İstanbul,,,Marmara Bölgesi,,,,Selahaddin Eyyubi Mahallesi,,Esenyurt,
sxkb63,40.833435,29.284058,TR-34,,,,,Postane Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34944,İstanbul,,,Marmara Bölgesi,,Tersaneler Caddesi,,Evliya Çelebi Mahallesi,,Tuzla,
sxk1w9,41.05316,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,,,Celaliye Mahallesi,,Büyükçekmece,
sx7fv4,41.27838,27.998657,TR-59,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,Gümrük (Custom),59500,,,,Marmara Bölgesi,Çerkezköy,İnönü Caddesi,,İstasyon,,Çerkezköy,
sxk6mn,41.212463,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283,İstanbul,,,Marmara Bölgesi,,,,Adnan Menderes Mahallesi,,Arnavutköy,
sxk5we,41.41571,28.416138,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Ormanlı Mahallesi
sxk5gc,41.44867,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34560,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Yalıköy Mahallesi
sx7fux,41.305847,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,Setaş Kimya,,,,,59510,,,,Marmara Bölgesi,,Fatih Bulvarı,,Gazi Osman Paşa Mahallesi,,Çerkezköy,
sxk9xt,41.075134,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,
sxk33j,41.03119,28.526001,TR-34,,Zeynel Abidin Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,Tepecik,,Marmara Bölgesi,,Atatürk 2 Caddesi,,Türkoba Mahallesi,,Büyükçekmece,
sxk1x8,41.04767,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,Altın Çiftlik,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,,,Kamiloba Mahallesi,,Büyükçekmece,
sxkc18,40.959778,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34920,İstanbul,,,Marmara Bölgesi,,,,Hasanpaşa Mahallesi,,Sultanbeyli,
sxk9bx,41.130066,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,2745. Sokak,,Habibler Mahallesi,,Sultangazi,
sxk511,41.316833,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,Sayalar,,,,,Silivri,Sayalar Mahallesi
sxkbc1,40.921326,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34876,İstanbul,Yakacık,,Marmara Bölgesi,,Açıkyol Sokağı,,Yakacık Çarşı Mahallesi,,Kartal,
sxm4n9,41.141052,29.822388,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34990,İstanbul,,,Marmara Bölgesi,,Kurfallı Caddesi,,,Green Park Camping,Şile,Kurfallı Mahallesi
sxk36w,41.036682,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,Çakmak line,,,,34500,İstanbul,,,Marmara Bölgesi,,Behçet Kemal Çağlar Caddesi,,19 Mayıs Mahallesi,,Büyükçekmece,
sxm155,40.976257,29.66858,TR-34,,,,,Değirmen Çayırı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,Kumca,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,
sxk9by,41.124573,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,2809. Sokak,,Cebeci Mahallesi,,Sultangazi,
sxk3vc,41.097107,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494,İstanbul,,,Marmara Bölgesi,,,,Şahintepe Mahallesi,,Başakşehir,
sxkcs4,41.058655,29.360962,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Çekmeköy,
sxk4zv,41.29486,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Dağyenice Mahallesi
sxm405,41.15204,29.536743,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kızılcaköy Mahallesi
sxkbu3,40.921326,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Lokman Caddesi,,Tepeören Mahallesi,,Tuzla,
sxk4qb,41.179504,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,İnceğiz Mahallesi
sxk4zy,41.300354,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Dağyenice Mahallesi
sxk6p1,41.141052,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34494,İstanbul,,,Marmara Bölgesi,,Botanik Sokak,,Kayabaşı Mahallesi,,Başakşehir,
sxkde7,41.23993,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450,İstanbul,,,Marmara Bölgesi,,Sancaktar Sokağı,,Gümüşdere Mahallesi,,Sarıyer,
sxk3fv,41.11908,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,Yeşilbayır Mahallesi
sxkcvb,41.091614,29.437866,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Üvezli Mahallesi
sxk68g,41.23993,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kestanelik Mahallesi
sxk631,41.184998,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Nakkaş Mahallesi
sxkfh9,41.141052,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Şile,Avcıkoru Mahallesi
sxk4wn,41.25641,28.394165,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Akalan Mahallesi
sxk66f,41.19049,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Hadımköy Mahallesi,,Arnavutköy,Yassıören Mahallesi
sxk3e5,41.064148,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Alkent 2000 Mahallesi,,Büyükçekmece,
sxk95y,40.992737,28.998413,TR-34,,,,,Kemankeş Karamustafa Paşa Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34425,İstanbul,,,Marmara Bölgesi,,,,Kemankeş Karamustafa Paşa,,Beyoğlu,
sxkc37,41.020203,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791,İstanbul,,,Marmara Bölgesi,,Barbaros Caddesi,,Yunus Emre Mahallesi,,Sancaktepe,
sxk6mz,41.217957,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275,İstanbul,,,Marmara Bölgesi,,,,İmrahor Mahallesi,,Arnavutköy,
sxk6qc,41.184998,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,Yonca Sokak,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sx7uz7,41.635437,28.097534,TR-39,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,39480,Kırklareli,,,Marmara Bölgesi,,Yakamoz Sokak,,,,Vize,Kıyıköy
sxkchr,40.99823,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kurtdoğmuş Yolu Caddesi,,,,Pendik,Kurtdoğmuş Mahallesi
sxkb6c,40.833435,29.30603,TR-34,,,,,Yayla Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34944,İstanbul,,,Marmara Bölgesi,,Zülfikar Sokak,,Yayla,,Tuzla,
sxkdq0,41.179504,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34825,İstanbul,,,Marmara Bölgesi,,,,Anadolu Kavağı Mahallesi,,Beykoz,Poyrazköy Mahallesi
sxkbkr,40.866394,29.371948,TR-41,,Kocaeli Toplu Taşıma Müdürlüğü,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950,Kocaeli,,,Marmara Bölgesi,,Mustafa Kemal Caddesi,,Cumhuriyet Mahallesi,,Çayırova,
sxk4zn,41.300354,28.43811,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kalfa Mahallesi
sxk9zc,41.097107,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,
sxk3sq,41.080627,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488,İstanbul,Boğazköy,,Marmara Bölgesi,,Papatya Sokağı,,Bahçeşehir 2. Kısım Mahallesi,,Başakşehir,
sxkbjc,40.78949,29.437866,TR-41,,,,,Tatlıkuyu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400,Kocaeli,,,Marmara Bölgesi,,,,Tatlıkuyu,,Gebze,
sxk6uz,41.305847,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yeniköy Mahallesi
sxhzug,40.75653,29.39392,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700,Kocaeli,,,Marmara Bölgesi,,,,Bağlarbaşı Mahallesi,,Darıca,
sxk45n,41.168518,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kurfallı Mahallesi
sxk3fj,41.11908,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,,Yeşilbayır Mahallesi
sxk1u9,41.097107,28.328247,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34596,İstanbul,Kavaklı,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,
sx7fnp,41.17401,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580,İstanbul,,,Marmara Bölgesi,,Gölet Caddesi,,Çanta Balaban Mahallesi,,Silivri,Büyük Çavuşlu Mahallesi
sxm44p,41.17401,29.624634,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34983,İstanbul,,,Marmara Bölgesi,,Dalgıç Sokak,,Balibey Mahallesi,,Şile,
sxk37u,41.025696,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34552,İstanbul,,,Marmara Bölgesi,,,,Piri Reis Mahallesi,,Esenyurt,
sxk9kn,41.036682,29.0094,TR-34,,BAU Beşiktaş,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34022,İstanbul,Çırağan,,Marmara Bölgesi,,Beşiktaş Caddesi,,Yıldız Mahallesi,,Beşiktaş,
sxm1wj,41.075134,29.800415,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Embeyli,,34990,İstanbul,,,Marmara Bölgesi,,Çamlıdere Sokak,,,,Şile,Çataklı Mahallesi
sxk6ye,41.283875,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,İmrahor Mahallesi,,Arnavutköy,
