GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount
sxk3jd,40.970764,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315.0,İstanbul,,,Marmara Bölgesi,,,,Ambarlı Mahallesi,,Avcılar,,27849
sxkc07,40.976257,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34858.0,İstanbul,,,Marmara Bölgesi,,Vakit Sokağı,,Büyükbakkalköy Mahallesi,,Maltepe,,23744
sxk999,41.05316,28.899536,TR-34,,Damla Eczanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34040.0,İstanbul,,,Marmara Bölgesi,,Ordu Caddesi,,Kartaltepe Mahallesi,,Bayrampaşa,,28452
sxk6mb,41.179504,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Arnavutköy Merkez Mahallesi,,Arnavutköy,,28458
sxkbu7,40.932312,29.371948,TR-34,,,Millenium Park,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tepeören Mahallesi,,Tuzla,,28427
sxk8z3,40.921326,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34846.0,İstanbul,,,Marmara Bölgesi,,Kardeş Sokağı,,Cevizli Mahallesi,,Maltepe,,28496
sxk9zq,41.124573,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Zerzavatçı Mahallesi,27547
sxk99b,41.04767,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34040.0,İstanbul,Bereç,,Marmara Bölgesi,,Kışla Caddesi,,Muratpaşa Mahallesi,,Bayrampaşa,,28477
sxk3jk,40.98175,28.712769,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315.0,İstanbul,,,Marmara Bölgesi,,Reşit Paşa Caddesi,Saklıbutik.com,Ambarlı Mahallesi,,Avcılar,,28469
sxkb8q,40.904846,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870.0,İstanbul,,,Marmara Bölgesi,,Aslandağı Sokağı,,Esentepe Mahallesi,,Kartal,,28387
sxk9q2,41.003723,29.108276,TR-34,,,,,,,İstanbul Finans Merkezi,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,,,Finanskent Mahallesi,,Ümraniye,,28489
sxk3n4,40.970764,28.745728,TR-34,,Avcılar Sosyal Tesisleri,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315.0,İstanbul,,,Marmara Bölgesi,,Kemal Sunal Caddesi,,Denizköşkler Mahallesi,,Avcılar,,23110
sxk9g1,41.097107,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34408.0,İstanbul,,,Marmara Bölgesi,,Hasdal Kavşağı,,Hamidiye Mahallesi,,Kâğıthane,,28505
sxk9wh,41.06964,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766.0,İstanbul,,,Marmara Bölgesi,,İlham Çıkmazı,,Yeni Mahalle Mahallesi,,Beykoz,,26531
sxk1u4,41.1026,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,Gazitepe Mahallesi,28477
sxk9w5,41.064148,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34688.0,İstanbul,,,Marmara Bölgesi,,Küçüksu Caddesi,,Yeni Mahalle Mahallesi,,Beykoz,,28014
sxk6u1,41.27289,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277.0,İstanbul,,,Marmara Bölgesi,,Sonyaz Sokağı,,,,Arnavutköy,Baklalı Mahallesi,27952
sxk6ry,41.212463,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi,28482
sxkb3x,40.866394,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890.0,İstanbul,,,Marmara Bölgesi,,Sahil Bulvarı,,Kaynarca Mahallesi,,Pendik,,28262
sxkd00,41.13556,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270.0,İstanbul,,,Marmara Bölgesi,,,,Yayla Mahallesi,,Sultangazi,,28328
sxk92g,41.020203,28.866577,TR-34,,,Mevlana Camii,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34160.0,İstanbul,,,Marmara Bölgesi,,Soğanlı Caddesi,,Mareşal Çakmak Mahallesi,,Güngören,,28482
sxk6e6,41.234436,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi,28465
sxk9qb,41.003723,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,16,,,,,,,,,Mahmut Celalettin Ökten Gençlik Kültür Ve Eğitim Merkezi,34774.0,İstanbul,,,Marmara Bölgesi,,Server Sokağı,,Tatlısu Mahallesi,,Ümraniye,,28363
sxk6t1,41.228943,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,Fatih Caddesi,,Fatih Mahallesi,,Arnavutköy,,28409
sxkdh3,41.141052,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485.0,İstanbul,,,Marmara Bölgesi,,Fatih Ormanı Piknik Alanı Yolu,,Ayazağa Mahallesi,,Sarıyer,,26812
sxk6sw,41.25641,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Tayakadın 1 Kavşağı,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi,28397
sxk1rq,41.036682,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,,,Kamiloba Mahallesi,,Büyükçekmece,,28449
sxk9f8,41.091614,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,2. Çevre Yolu,,5. Levent Mahallesi,,Eyüpsultan,,28505
sxk935,41.020203,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34165.0,İstanbul,,,Marmara Bölgesi,,Yeşil Yurt Sokağı,,Sanayi Mahallesi,,Güngören,,28477
sxkc81,41.05316,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,Durmuşoğlu Caddesi,,Merkez Mahallesi,,Çekmeköy,,27618
sxk90h,40.98175,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,Yeni Havaalanı Caddesi,,Yeşilköy Mahallesi,,Bakırköy,,28459
sxk9kw,41.036682,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34674.0,İstanbul,,,Marmara Bölgesi,,Tufan Sokağı,,Kuzguncuk Mahallesi,,Üsküdar,,27737
sxk3w1,41.05316,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303.0,İstanbul,,,Marmara Bölgesi,,Kurşun Sokağı,,Yarımburgaz Mahallesi,,Küçükçekmece,,27998
sxkdhv,41.163025,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453.0,İstanbul,,,Marmara Bölgesi,,Topçu Karakol Sokağı,,Büyükdere Mahallesi,,Sarıyer,,28148
sxk9xc,41.05316,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,Beyzade Çıkmazı,,Merkez Mahallesi,,Çekmeköy,,28202
sxk38t,41.075134,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,Bend Caddesi,,,,Çatalca,Muratbey Merkez Mahallesi,28472
sxk968,41.003723,28.943481,TR-34,,Cerrahpaşa Tıp Fakültesi,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34098.0,İstanbul,Yenikapı,,Marmara Bölgesi,,Abacı Mahmut Sokağı,,Aksaray Mahallesi,,Fatih,,28452
sxk33u,41.025696,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Solmaz,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,Çatalca Yolu Caddesi,,Ulus Mahallesi,,Büyükçekmece,,28472
sxkb6t,40.855408,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947.0,İstanbul,,,Marmara Bölgesi,,Şengül Sokak,,Aydıntepe Mahallesi,,Tuzla,,28497
sxk975,41.020203,28.965454,TR-34,,Eminönü Peron,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34134.0,İstanbul,,,Marmara Bölgesi,,Ragip Gümüşpala Caddesi,,Sarıdemir Mahallesi,,Fatih,,28468
sxk336,41.01471,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,,,Murat Çesme Mahallesi,,Büyükçekmece,,28480
sxk9dz,41.08612,28.954468,TR-34,,İETT Çobançeşme Garajı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,Baki Sokağı,,Güzeltepe Mahallesi,,Eyüpsultan,,28495
sxk33v,41.03119,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,,,Ulus Mahallesi,,Büyükçekmece,,28424
sxk98s,41.06964,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34218.0,İstanbul,,,Marmara Bölgesi,,2200. Sokak,,100. Yıl Mahallesi,,Bağcılar,,28500
sxk3sg,41.064148,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,Badem 05,Sığırcık Sokağı,,Bahçeşehir 1. Kısım Mahallesi,,Başakşehir,,28257
sxk94q,40.992737,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34020.0,İstanbul,,,Marmara Bölgesi,,Kennedy Caddesi,,Yedikule Mahallesi,,Fatih,,28348
sxk4xb,41.22345,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,,,Çatalca,Oklalı Mahallesi,27481
sxk3z6,41.1026,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,Metrokent,,Marmara Bölgesi,,Şeyh Şamil Caddesi,,Başak Mahallesi,,Başakşehir,,28423
sxk3hz,40.99823,28.690796,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34310.0,İstanbul,,,Marmara Bölgesi,,Kemal Türkler Sokağı,,,,Avcılar,,28500
sxkc1e,40.976257,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887.0,İstanbul,,,Marmara Bölgesi,,,,Osmangazi Mahallesi,,Sancaktepe,,28494
sxkd2f,41.19049,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,D020,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28489
sxk9jh,40.98175,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,8,,,,,,,,,,34724.0,İstanbul,,,Marmara Bölgesi,,Gedikli Sokağı,,Feneryolu Mahallesi,,Kadıköy,,28165
sxkb9h,40.89386,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34893.0,İstanbul,,,Marmara Bölgesi,,,,Yeşilbağlar Mahallesi,,Pendik,,28509
sxk3ze,41.108093,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,Metrokent,,Marmara Bölgesi,,Reşat Nuri Güntekin Caddesi,,Başak Mahallesi,,Başakşehir,,28494
sxkbsm,40.899353,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Nilay Sokak,,Orta Mahallesi,,Tuzla,,28505
sxk6fb,41.267395,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Arnavutköy,Boyalık Mahallesi,27522
sxk9hq,40.992737,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Kadıköy Turyol İskelesi,,,,,34710.0,İstanbul,,,Marmara Bölgesi,,Rıhtım Caddesi,,Caferağa Mahallesi,,Kadıköy,,28343
sxk3bt,41.11908,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Çatalca Çevreyolu,,Ferhatpaşa Mahallesi,,Çatalca,,28365
sxk3w4,41.058655,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,,2401. Sokak,,Yarımburgaz Mahallesi,,Küçükçekmece,,28493
sxk9k2,41.003723,29.020386,TR-34,,Sağlık Bilimleri Üniversitesi Hamidiye Yerleşkesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34668.0,İstanbul,,,Marmara Bölgesi,,Tıbbiye Caddesi,,Selimiye Mahallesi,,Üsküdar,,28452
sx7cxk,41.06964,28.097534,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,İSKİ Çanta İleri Biyolojik Atık Su Arıtma Tesisi,,,,,34580.0,İstanbul,,,Marmara Bölgesi,,D110,,Çanta Sancaktepe Mahallesi,,Silivri,,28386
sxk326,41.01471,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Bahçelievler Mahallesi,,Büyükçekmece,,28477
sxk92q,41.036682,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212.0,İstanbul,,,Marmara Bölgesi,,Ahmet Kabaklı Caddesi,Çınar giyim,Kirazlı Mahallesi,,Bağcılar,,28491
sxk9ez,41.08612,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34413.0,İstanbul,,,Marmara Bölgesi,,Kıvılcım Sokağı,,Çeliktepe Mahallesi,,Kâğıthane,,28457
sxk9rc,41.009216,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34776.0,İstanbul,,,Marmara Bölgesi,,Kıvanç Sokağı,,Esenşehir Mahallesi,,Ümraniye,,28473
sxk9nz,40.99823,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34774.0,İstanbul,,,Marmara Bölgesi,,TEM Yan Yol,,Tatlısu Mahallesi,,Ümraniye,,28508
sx7ck9,41.009216,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,Cedit Ali Paşa Mahallesi,,Marmaraereğlisi,Sultanköy Mahallesi,28437
sxk8z1,40.921326,29.141235,TR-34,,,Mangır Apartmanı,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34844.0,İstanbul,,,Marmara Bölgesi,,Özcan Sokağı,,Bağlarbaşı Mahallesi,,Maltepe,,28422
sxk6m3,41.184998,28.712769,TR-34,,,,,Taşoluk Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Taşoluk,,Arnavutköy,,28420
sxkbg6,40.92682,29.328003,TR-34,,Türk-Japon Üniversitesi Ormanı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906.0,İstanbul,,,Marmara Bölgesi,,E-80 Bağlantı Yolu,,Sanayi Mahallesi,,Pendik,,28483
sxk3r5,41.020203,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,263/2,,,,,,,,,,34295.0,İstanbul,,,Marmara Bölgesi,,2012. Sokak,,Söğütlü Çeşme Mahallesi,,Küçükçekmece,,28486
sxk3js,40.98175,28.723755,TR-34,,Günışığı Kitap Kafe,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34310.0,İstanbul,,,Marmara Bölgesi,,Çiğdem Caddesi,,Merkez Mahallesi,,Avcılar,,28512
sxkb8h,40.89386,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34860.0,İstanbul,,,Marmara Bölgesi,,Nil Sokağı,,Yukarı Mahallesi,,Kartal,,28448
sxk3f5,41.108093,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Karaağaç Mahallesi,,Büyükçekmece,,28479
sxkbgr,40.954285,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Pendik,Kurna Mahallesi,28431
sxkc2c,41.009216,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,Can Caddesi,,Atatürk Mahallesi,,Sancaktepe,,28497
sxk3zh,41.113586,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,Onurkent,,Marmara Bölgesi,,Şehzade Sokak,,Başakşehir Mahallesi,,Başakşehir,,27504
sxk9m5,41.020203,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34696.0,İstanbul,,,Marmara Bölgesi,,,,Küçük Çamlıca Mahallesi,,Üsküdar,,28493
sxk61q,41.168518,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Çatalca,Nakkaş Mahallesi,28458
sxk3bf,41.1026,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,,,Büyükçekmece,Ahmediye Mahallesi,28419
sxk1t9,41.05316,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590.0,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,,28463
sxk9p8,40.959778,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854.0,İstanbul,,,Marmara Bölgesi,,Büyükbakkalköy-Başıbüyük Bağlantı Yolu Sokağı,,Başıbüyük Mahallesi,,Maltepe,,26955
sxkd46,41.146545,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,Kemerburgaz Caddesi,,Mimar Sinan Mahallesi,,Eyüpsultan,,27489
sxk90s,40.98175,28.85559,TR-34,,,Novus,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34158.0,İstanbul,,,Marmara Bölgesi,,Kilitbahir Sokağı,,Ataköy 3-4-11. Kısım Mahallesi,,Bakırköy,,28346
sxkc63,41.009216,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Kurnaköy-Ömerli Yolu,,,,Pendik,Kurtdoğmuş Mahallesi,28439
sxkc5p,40.99823,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Kurnaköy-Ömerli Yolu,,,,Pendik,Emirli Mahallesi,28490
sxkbhk,40.80597,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420.0,Kocaeli,,,Marmara Bölgesi,,,,Emek Mahallesi,,Darıca,,28488
sxk967,41.020203,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34093.0,İstanbul,,,Marmara Bölgesi,,Tatlı Pınar Caddesi,Fikir Copy Center ve Kırtasiye,Topkapı Mahallesi,,Fatih,,28487
sx7czw,41.124573,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,Tüccar Kemal'in Çiftliği,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Çeltik Mahallesi,23369
sxk3py,40.992737,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34158.0,İstanbul,,,Marmara Bölgesi,,Çobançeşme Kavşağı,,Ataköy 7-8-9-10. Kısım Mahallesi,,Bakırköy,,28514
sx7fpz,41.17401,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Orman Yangını Önleme Şeridi,,,,Silivri,Seymen Mahallesi,28472
sxkdjn,41.168518,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Merkez,,34450.0,İstanbul,,,Marmara Bölgesi,,Yurt Çıkmazı,,Merkez Mahallesi,,Sarıyer,,28186
sxk9m9,41.009216,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34697.0,İstanbul,,,Marmara Bölgesi,,Zaferler Sokağı,Aynur Aydınlatma,Cumhuriyet Mahallesi,,Üsküdar,,28488
sxk33d,41.01471,28.547974,TR-34,,,Park Antik Bahce Mobilyalari,,,,,Türkiye,tr,,,,,,,,92,,,,,,,,,,34535.0,İstanbul,,,Marmara Bölgesi,,Londra Asfaltı,,Mimarsinan Mahallesi,,Büyükçekmece,,28489
sxk3rs,41.025696,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197.0,İstanbul,,,Marmara Bölgesi,,Basın Ekspress Yolu,,15 Temmuz Mahallesi,,Bağcılar,,28514
sxk9re,41.020203,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34773.0,İstanbul,Dudullu,,Marmara Bölgesi,,,,Aşağı Dudullu Mahallesi,,Ümraniye,,28452
sxk69f,41.234436,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kızılcaali Mahallesi,26409
sx7fwj,41.250916,28.042603,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,Çerkezköy,D567,,Cumhuriyet Mahallesi,,Çerkezköy,Büyük Çavuşlu Mahallesi,28406
sxk3rx,41.042175,28.811646,TR-34,,,Taner Triko,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212.0,İstanbul,,,Marmara Bölgesi,,1507. Sokak,,15 Temmuz Mahallesi,,Bağcılar,,28513
sxk9q6,41.01471,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,Latif Sokağı,,Atakent Mahallesi,,Ümraniye,,28400
sxk995,41.064148,28.877563,TR-34,,,,,15 Temmuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235.0,İstanbul,,,Marmara Bölgesi,,,,15 Temmuz,,Esenler,,28479
sxk9mc,41.009216,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34704.0,İstanbul,,,Marmara Bölgesi,,İbrahim Müteferrika Caddesi,,Esatpaşa Mahallesi,,Ataşehir,,28496
sxk6pw,41.168518,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,,28491
sxk9hw,40.992737,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34716.0,İstanbul,Yeldeğirmeni,,Marmara Bölgesi,,Hayrullah Efendi Sokağı,,Rasimpaşa Mahallesi,,Kadıköy,,28469
sxk92j,41.03119,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212.0,İstanbul,,,Marmara Bölgesi,,,,Güneşli Mahallesi,,Bağcılar,,28491
sxk9nk,40.98175,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34750.0,İstanbul,Üçdutlar,,Marmara Bölgesi,,,,Küçükbakkalköy Mahallesi,,Ataşehir,,28491
sxk9br,41.130066,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270.0,İstanbul,,,Marmara Bölgesi,,,,Habibler Mahallesi,,Sultangazi,,27961
sxk9b7,41.108093,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Arnavutköy Habipler Yolu,,Başak Mahallesi,,Başakşehir,,28219
sxk652,41.13556,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,Hadımköy-İstanbul Caddesi,,Ömerli Mahallesi,,Arnavutköy,,28446
sxk8yq,40.94879,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34840.0,İstanbul,Küçükyalı,,Marmara Bölgesi,,Gümüşçü Sokağı,,Küçükyalı Merkez Mahallesi,,Maltepe,,28325
sxk903,40.96527,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,,,Yeşilyurt Mahallesi,,Bakırköy,,27283
sxk3ce,41.108093,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Bahşayiş Mahallesi,28482
sxk9dx,41.08612,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,Atatürk Caddesi,,Alibeyköy Mahallesi,,Eyüpsultan,,28493
sxk8z6,40.92682,29.152222,TR-34,,,RS Binası,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Karayemiş Sokağı,,Gülsuyu Mahallesi,,Maltepe,,28508
