GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount,label,centroid_lat,centroid_lon
sxk9d2,41.04767,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34050.0,İstanbul,,,Marmara Bölgesi,,Halitpaşa Caddesi,Enes Akvaryum Kuş Galerisi,İslambey Mahallesi,,Eyüpsultan,,28486,4,41.07751961042184,28.96092865508685
sxk9cc,41.097107,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34260.0,İstanbul,,,Marmara Bölgesi,,1263. Sokak,,75. Yıl Mahallesi,,Sultangazi,,28295,4,41.07751961042184,28.96092865508685
sxkbep,40.91034,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906.0,İstanbul,,,Marmara Bölgesi,,İç ve Dış Hatlar Terminali Çıkış,,Sanayi Mahallesi,,Pendik,,28108,2,40.89860279512195,29.325698585365853
sxkc0e,40.976257,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885.0,İstanbul,,Samandıra,Marmara Bölgesi,,D100 - E80 Bağlantı Yolu,,Eyüp Sultan Mahallesi,,Sancaktepe,,28487,1,41.01326673253012,29.157119156626507
sxkcdm,41.075134,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Ömerli Mahallesi,,Çekmeköy,,28481,1,41.01326673253012,29.157119156626507
sxk3r7,41.020203,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34295.0,İstanbul,,,Marmara Bölgesi,,,,İnönü Mahallesi,,Küçükçekmece,,28487,5,41.07883557857143,28.785801545238094
sxk938,41.003723,28.899536,TR-34,,DEMİRCİLER TAKSİ,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34015.0,İstanbul,Ambarlar,,Marmara Bölgesi,,Seyitnizam Caddesi,,Seyitnizam Mahallesi,,Zeytinburnu,,28495,4,41.07751961042184,28.96092865508685
sxk3rc,41.009216,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197.0,İstanbul,,,Marmara Bölgesi,,Sanayi Caddesi,,Yenibosna Merkez Mahallesi,,Bahçelievler,,28487,5,41.07883557857143,28.785801545238094
sxkbj9,40.78949,29.42688,TR-41,,,,,Osman Yılmaz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,D100,,Osman Yılmaz,,Gebze,,28499,2,40.89860279512195,29.325698585365853
sxk6q0,41.179504,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,1193,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,Arnavutköy Merkez Mahallesi,,Arnavutköy,,28487,5,41.07883557857143,28.785801545238094
sxkd8d,41.234436,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,Kızak Sokağı,,,,Eyüpsultan,Odayeri Mahallesi,28018,5,41.07883557857143,28.785801545238094
sxk6xf,41.234436,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi,28486,5,41.07883557857143,28.785801545238094
sxk8zb,40.915833,29.174194,TR-34,,Dr. Lütfi Kırdar Kartal Eğitim ve Araştırma Hastanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890.0,İstanbul,,,Marmara Bölgesi,,Lütfi Kırdar Caddesi,,Cevizli Mahallesi,,Kartal,,28503,1,41.01326673253012,29.157119156626507
sxkbk6,40.83893,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950.0,Kocaeli,,,Marmara Bölgesi,,TEM - D100 Bağlantı Yolu,,Cumhuriyet Mahallesi,,Çayırova,,28475,2,40.89860279512195,29.325698585365853
sxk38s,41.06964,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Çatalca,Muratbey Merkez Mahallesi,28468,0,41.098710162679424,28.528366459330144
sxk9m0,41.003723,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34660.0,İstanbul,,,Marmara Bölgesi,,,,Acıbadem Mahallesi,,Üsküdar,,28482,1,41.01326673253012,29.157119156626507
sxk9fg,41.108093,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,D020,,Mimar Sinan Mahallesi,,Eyüpsultan,,28490,4,41.07751961042184,28.96092865508685
sxk3sk,41.06964,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,,,Marmara Bölgesi,,,,Bahçeşehir 2. Kısım Mahallesi,,Başakşehir,,28394,5,41.07883557857143,28.785801545238094
sxk99x,41.08612,28.899536,TR-34,,Tepebaşı Yıldız Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34255.0,İstanbul,,,Marmara Bölgesi,,616. Sokak,,Karayolları Mahallesi,,Gaziosmanpaşa,,28476,4,41.07751961042184,28.96092865508685
sxk9qu,41.025696,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771.0,İstanbul,,,Marmara Bölgesi,,,,Ihlamurkuyu Mahallesi,,Ümraniye,,28505,1,41.01326673253012,29.157119156626507
sxkbdn,40.904846,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34909.0,İstanbul,,,Marmara Bölgesi,,Ulu Sokağı,,Yayalar Mahallesi,,Pendik,,28480,2,40.89860279512195,29.325698585365853
sxk9wn,41.080627,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34805.0,İstanbul,,,Marmara Bölgesi,,,,Rüzgarlıbahçe Mahallesi,,Beykoz,,28501,1,41.01326673253012,29.157119156626507
sxk8xy,40.904846,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34862.0,İstanbul,,,Marmara Bölgesi,,Ata Sokağı,,Atalar Mahallesi,,Kartal,,28468,1,41.01326673253012,29.157119156626507
sxk8xw,40.904846,29.163208,TR-34,,VET34,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34862.0,İstanbul,,,Marmara Bölgesi,,Üsküdar Caddesi,,Orhantepe Mahallesi,,Kartal,,28373,1,41.01326673253012,29.157119156626507
sxk965,41.020203,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34010.0,İstanbul,,,Marmara Bölgesi,,Turgut Özal Millet Caddesi,,Maltepe Mahallesi,,Zeytinburnu,,28507,4,41.07751961042184,28.96092865508685
sxk9d1,41.05316,28.921509,TR-34,,,Coşkun Apartmanı,,,,,Türkiye,tr,,,,,,,,4,,,,,,,,,,34055.0,İstanbul,,,Marmara Bölgesi,,Zülfikar Sokağı,,Rami Yeni Mahallesi,,Eyüpsultan,,28347,4,41.07751961042184,28.96092865508685
sxk96n,41.036682,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34055.0,İstanbul,,,Marmara Bölgesi,,Demirkapı Caddesi,,Topçular Mahallesi,,Eyüpsultan,,28500,4,41.07751961042184,28.96092865508685
sx7gj0,41.31134,27.998657,TR-59,,,,,Bahçelievler Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59510.0,,,,Marmara Bölgesi,Kapaklı,,,,,Kapaklı,,28313,3,41.13532592121212,28.101396066666666
sxk3nk,40.98175,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34290.0,İstanbul,,,Marmara Bölgesi,,833. Yanyol,,Fatih Mahallesi,,Küçükçekmece,,28515,5,41.07883557857143,28.785801545238094
sxkdqg,41.195984,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34825.0,İstanbul,,,Marmara Bölgesi,,Korucu Ahmet Yolu,,,,Beykoz,Poyrazköy Mahallesi,28347,1,41.01326673253012,29.157119156626507
sxkbge,40.932312,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Kurna Mahallesi,28511,2,40.89860279512195,29.325698585365853
sxk6th,41.245422,28.701782,TR-34,,Total,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi,28481,5,41.07883557857143,28.785801545238094
sxk37h,41.025696,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Büyükçekmece Deve Bağırtan Yokuşu,,Cumhuriyet Mahallesi,,Büyükçekmece,,28496,0,41.098710162679424,28.528366459330144
sxk1t6,41.058655,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,605. Cadde,,,,,,,,,,,,34590.0,İstanbul,,,Marmara Bölgesi,,D100,,Selimpaşa Mahallesi,,Silivri,,28465,0,41.098710162679424,28.528366459330144
sxk6t2,41.22345,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,Fatih Caddesi,,İmrahor Mahallesi,,Arnavutköy,,28403,5,41.07883557857143,28.785801545238094
sxkbb9,40.921326,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34880.0,İstanbul,,,Marmara Bölgesi,,Alic sokak,,Gümüşpınar Mahallesi,,Kartal,,28494,1,41.01326673253012,29.157119156626507
sxkbhm,40.811462,29.371948,TR-41,,,,,Adem Yavuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420.0,Kocaeli,,,Marmara Bölgesi,,Yavuz Sultan Selim Caddesi,MOPAŞ,Çayırova Mahallesi,,Gebze,,28487,2,40.89860279512195,29.325698585365853
sxk6u2,41.267395,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277.0,İstanbul,,,Marmara Bölgesi,,,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi,28152,0,41.098710162679424,28.528366459330144
sx7fqv,41.20697,28.075562,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Büyük Çavuşlu Mahallesi,28419,3,41.13532592121212,28.101396066666666
sxk3m4,41.01471,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,Pehlivan Caddesi,,Firuzköy Mahallesi,,Avcılar,,28451,5,41.07883557857143,28.785801545238094
sxk1rs,41.025696,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Kumburgaz Mahallesi,,Büyükçekmece,,28439,0,41.098710162679424,28.528366459330144
sxkb6g,40.84442,29.30603,TR-34,,Shell,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947.0,İstanbul,,,Marmara Bölgesi,,Eşiyok Sokak,,İçmeler Mahallesi,,Tuzla,,28497,2,40.89860279512195,29.325698585365853
sxk9e4,41.058655,28.965454,TR-34,,Cami,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34384.0,İstanbul,Okmeydanı,,Marmara Bölgesi,,Darülacaze Caddesi,,Halil Rıfat Paşa Mahallesi,,Şişli,,28508,4,41.07751961042184,28.96092865508685
sxk90t,40.987244,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,Türkiye Atletizm Federasyonu,,,,,,,34147.0,İstanbul,,,Marmara Bölgesi,,Doktor Remzi Kazancıgil Caddesi,,Zuhuratbaba Mahallesi,,Bakırköy,,28414,5,41.07883557857143,28.785801545238094
sxk9us,41.113586,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34460.0,İstanbul,,,Marmara Bölgesi,,Çamlıbel Caddesi,,Pınar Mahallesi,,Sarıyer,,28338,4,41.07751961042184,28.96092865508685
sxkdhg,41.15204,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34457.0,İstanbul,,,Marmara Bölgesi,,Haydar Aliyev Caddesi,,Tarabya Mahallesi,,Sarıyer,,28081,4,41.07751961042184,28.96092865508685
sxk9g6,41.1026,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34408.0,İstanbul,,,Marmara Bölgesi,,,,Hamidiye Mahallesi,,Kâğıthane,,28509,4,41.07751961042184,28.96092865508685
sxkc6n,41.036682,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791.0,İstanbul,,,Marmara Bölgesi,,,,,,Sancaktepe,Paşaköy Mahallesi,28504,1,41.01326673253012,29.157119156626507
sxk9ng,40.976257,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34755.0,İstanbul,,,Marmara Bölgesi,,Mürseloğlu Sokağı,,İnönü Mahallesi,,Ataşehir,,28476,1,41.01326673253012,29.157119156626507
sxk99d,41.058655,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34040.0,İstanbul,,,Marmara Bölgesi,,Geyik Sokağı,,Kartaltepe Mahallesi,,Bayrampaşa,,28485,4,41.07751961042184,28.96092865508685
sxk18p,41.08612,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çeltik Mahallesi,28265,3,41.13532592121212,28.101396066666666
sxkc25,41.020203,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34776.0,İstanbul,,,Marmara Bölgesi,,Burma Sokağı,,Mehmet Akif Mahallesi,,Çekmeköy,,28485,1,41.01326673253012,29.157119156626507
sxk9q9,41.009216,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,Başak Sokağı,,Site Mahallesi,,Ümraniye,,28504,1,41.01326673253012,29.157119156626507
sxk1w0,41.04767,28.394165,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,İstanbul Caddesi,,Celaliye Mahallesi,,Büyükçekmece,,28456,0,41.098710162679424,28.528366459330144
sxk9me,41.020203,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34696.0,İstanbul,,,Marmara Bölgesi,,,,Bulgurlu Mahallesi,,Üsküdar,,28500,1,41.01326673253012,29.157119156626507
sxk3sh,41.06964,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Mimsan Sanayi Sitesi,,,,,,,,,34538.0,İstanbul,,,Marmara Bölgesi,,,,Orhan Gazi Mahallesi,,Esenyurt,,28472,5,41.07883557857143,28.785801545238094
sxk3bq,41.124573,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Çatalca Yolu Caddesi,,Ferhatpaşa Mahallesi,,Çatalca,,28412,0,41.098710162679424,28.528366459330144
sxk3wg,41.064148,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490.0,İstanbul,,,Marmara Bölgesi,My World Europe,,,Ziya Gökalp Mahallesi,,Başakşehir,,28509,5,41.07883557857143,28.785801545238094
sxk93u,41.025696,28.910522,TR-34,,,Gümüşsuyu Emintaş Sanayi Sitesi,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34010.0,İstanbul,,,Marmara Bölgesi,,Gümüşsuyu Caddesi,,Maltepe Mahallesi,,Zeytinburnu,,28013,4,41.07751961042184,28.96092865508685
sxk91v,40.987244,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34020.0,İstanbul,,,Marmara Bölgesi,,Kennedy Caddesi,,Kazlıçeşme Mahallesi,,Zeytinburnu,,28448,4,41.07751961042184,28.96092865508685
sxkc21,41.009216,29.18518,TR-34,,,ALİZE OTOMASYON,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,Teraziler Caddesi,,Madenler Mahallesi,,Ümraniye,,28470,1,41.01326673253012,29.157119156626507
sxk1em,41.075134,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,,28420,3,41.13532592121212,28.101396066666666
sxk3t6,41.058655,28.712769,TR-34,,Total,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,Açelya Sokağı,,Tahtakale Mahallesi,,Avcılar,,28501,5,41.07883557857143,28.785801545238094
sxkbmn,40.8609,29.404907,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,,,Şekerpınar Mahallesi,,Çayırova,,28502,2,40.89860279512195,29.325698585365853
sxk3qe,41.020203,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303.0,İstanbul,Halkalı,,Marmara Bölgesi,,Yarımburgaz Caddesi,,İstasyon Mahallesi,,Küçükçekmece,,28461,5,41.07883557857143,28.785801545238094
sxkc5q,40.992737,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Emirli Mahallesi,28497,2,40.89860279512195,29.325698585365853
sxkc5s,40.98175,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,,,,,Pendik,Emirli Mahallesi,28414,2,40.89860279512195,29.325698585365853
sxk1x3,41.05316,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,Altın Çiftlik,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Kamiloba Mahallesi,,Büyükçekmece,,28480,0,41.098710162679424,28.528366459330144
sxk3k2,41.003723,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34524.0,İstanbul,,,Marmara Bölgesi,,,,Yakuplu Mahallesi,,Beylikdüzü,,28495,5,41.07883557857143,28.785801545238094
sxk96z,41.042175,28.954468,TR-34,,,,,Keçeci Piri Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34445.0,İstanbul,,,Marmara Bölgesi,,Çöp Üstü Sokağı,,Keçeci Piri,,Beyoğlu,,28376,4,41.07751961042184,28.96092865508685
sxk9f3,41.097107,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,,,5. Levent Mahallesi,,Eyüpsultan,,28473,4,41.07751961042184,28.96092865508685
sxkc2g,41.020203,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34788.0,İstanbul,,,Marmara Bölgesi,,Öncü Sokağı,,Kirazlıdere Mahallesi,,Çekmeköy,,28477,1,41.01326673253012,29.157119156626507
sxk9e8,41.04767,28.987427,TR-34,,,,,Harbiye Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34367.0,İstanbul,Taşkışla,,Marmara Bölgesi,,Cumhuriyet Caddesi,,Harbiye,,Şişli,,28477,4,41.07751961042184,28.96092865508685
sxk3z5,41.108093,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,Onurkent,,Marmara Bölgesi,,Mehmet Akif Ersoy Caddesi,,Başakşehir Mahallesi,,Başakşehir,,28302,5,41.07883557857143,28.785801545238094
sxkbb1,40.921326,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34880.0,İstanbul,,,Marmara Bölgesi,,Balıkesir Caddesi,,Soğanlık Yeni Mahallesi,,Kartal,,28400,1,41.01326673253012,29.157119156626507
sxk63b,41.179504,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Nakkaş Mahallesi,28462,0,41.098710162679424,28.528366459330144
sxk1g5,41.108093,28.26233,TR-34,,,Silivri Gişeleri,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,Bekir Sıtkı Say Caddesi,,Yeni Mahalle,,Silivri,Alipaşa Mahallesi,28406,3,41.13532592121212,28.101396066666666
sxkb99,40.87738,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890.0,İstanbul,,,Marmara Bölgesi,,Adnan Kahveci Caddesi,,Kaynarca Mahallesi,,Pendik,,28397,2,40.89860279512195,29.325698585365853
sxkd2q,41.212463,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,Işıklar Kavşağı,,,,Eyüpsultan,Işıklar Mahallesi,28475,5,41.07883557857143,28.785801545238094
sxkb90,40.871887,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,55,,,,,,,,,,34890.0,İstanbul,,,Marmara Bölgesi,,Gezi Boyu Caddesi,,Batı Mahallesi,,Pendik,,28366,2,40.89860279512195,29.325698585365853
sxk8xz,40.91034,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34862.0,İstanbul,,,Marmara Bölgesi,,Maçka Sokak,,Cevizli Mahallesi,,Kartal,,28479,1,41.01326673253012,29.157119156626507
sxk9qv,41.03119,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771.0,İstanbul,,,Marmara Bölgesi,,,,Fatih Sultan Mehmet Mahallesi,,Ümraniye,,28493,1,41.01326673253012,29.157119156626507
sx7cv0,41.091614,27.998657,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Birlik,,,,,,İstanbul,Çanta,,Marmara Bölgesi,,D100,,Değirmenköy Fevzipaşa Mahallesi,,Silivri,,28355,3,41.13532592121212,28.101396066666666
sxk6px,41.17401,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,,28497,5,41.07883557857143,28.785801545238094
sxk1s7,41.064148,28.31726,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590.0,İstanbul,,,Marmara Bölgesi,,,,Kavaklı İstiklal Mahallesi,,Silivri,,28455,0,41.098710162679424,28.528366459330144
sxk9jj,40.987244,29.053345,TR-34,,Marmara Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34722.0,İstanbul,,,Marmara Bölgesi,,Postane Sokağı,,Eğitim Mahallesi,,Kadıköy,,28392,1,41.01326673253012,29.157119156626507
sxk9c8,41.091614,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34260.0,İstanbul,,,Marmara Bölgesi,,,,Yunus Emre Mahallesi,,Sultangazi,,28507,4,41.07751961042184,28.96092865508685
sxk9y7,41.108093,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,Pamir Sokağı,,Soğuksu Mahallesi,,Beykoz,,28429,1,41.01326673253012,29.157119156626507
sxk3qv,41.03119,28.778687,TR-34,,Sabahattin Zaim Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303.0,İstanbul,,,Marmara Bölgesi,,Turgut Özal Bulvarı,,Halkalı Merkez Mahallesi,,Küçükçekmece,,28385,5,41.07883557857143,28.785801545238094
sxk324,41.01471,28.482056,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Bahçelievler Mahallesi,,Büyükçekmece,,28444,0,41.098710162679424,28.528366459330144
sxk9ep,41.08612,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34406.0,İstanbul,,,Marmara Bölgesi,,,,Merkez Mahallesi,,Kâğıthane,,28493,4,41.07751961042184,28.96092865508685
sxk4rx,41.217957,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,D569,,,,Çatalca,Subaşı Mahallesi,28027,0,41.098710162679424,28.528366459330144
sxk3p6,40.970764,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,15,,,,,,,,,,34153.0,İstanbul,,,Marmara Bölgesi,,Budak Sokağı,,Şenlikköy Mahallesi,,Bakırköy,,28389,5,41.07883557857143,28.785801545238094
sxk9qq,41.036682,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34768.0,İstanbul,,,Marmara Bölgesi,,Vatan Caddesi,,İnkılap Mahallesi,,Ümraniye,,28473,1,41.01326673253012,29.157119156626507
sx7cww,41.080627,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,,,Marmara Bölgesi,,,,Çanta Balaban Mahallesi,,Silivri,,28349,3,41.13532592121212,28.101396066666666
sxk3jg,40.976257,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315.0,İstanbul,,,Marmara Bölgesi,,Ahmet Kaya Caddesi,,Denizköşkler Mahallesi,,Avcılar,,28511,5,41.07883557857143,28.785801545238094
sxk8z2,40.915833,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34846.0,İstanbul,,,Marmara Bölgesi,,Ayten Sokağı,,Cevizli Mahallesi,,Maltepe,,28426,1,41.01326673253012,29.157119156626507
sx7ghd,41.322327,27.976685,TR-59,,,,,İsmet Paşa Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59510.0,,,,Marmara Bölgesi,Kapaklı,63. Sokak,,İsmet Paşa Mah.,,Kapaklı,,28428,3,41.13532592121212,28.101396066666666
sxk600,41.13556,28.482056,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Ayaz Sokak,,Ferhatpaşa Mahallesi,,Çatalca,,28358,0,41.098710162679424,28.528366459330144
sxk9kc,41.009216,29.042358,TR-34,,,2P Blok,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34718.0,İstanbul,,,Marmara Bölgesi,,Tekin Sokağı,,Koşuyolu Mahallesi,,Kadıköy,,28284,4,41.07751961042184,28.96092865508685
